ProfessorID,Type,Authors,Paper_Title,Year,Journal_Conference,Processed_Title,Keywords
50,Journal,20- Abdollahi F (2006/9),The polynomial numerical hull of a matrix and algorithms for computing the numerical range ,,,polynomial numerical hull matrix algorithms computing numerical range,
50,Journal,21- Abdollahi F (2006/4),A note on the cyclic vectors of the Banach spaces of analytic functions ,,,note cyclic vectors banach spaces analytic functions,
50,Journal,"22- Abdollahi F, Taghavi M (2005/3)",Dyadic Representation of the Rudin-Shapiro Coefficients with Applications ,,,dyadic representation rudin shapiro coefficients applications,
50,Journal,23- Abdollahi F (2005/10),The numerical range of a composition operator with conformal automorphism symbol ,,,numerical range composition operator conformal automorphism symbol,
50,Journal,"24- Abdollahi F, صديقي (1999/6)",Finite Codimentional Invariant Subspaces of Banach Spaces of Analytic Functions ,,,finite codimentional invariant subspaces banach spaces analytic functions,
50,Journal,25- Abdollahi F (1998/5),The maximal ideal space of analytic Lipschitz algebras ,,,maximal ideal space analytic lipschitz algebras,
50,Conference,1-Abdollahi F,How to teach matrices in information technology era ,,,teach matrices information technology era,
50,Conference,"2-Liaghat M, Abdollahi F, Daneshmand F",Wavelet analysis of pressure fluctuations of bottom outlet of Kamal-Saleh Dam ,,,wavelet analysis pressure fluctuations bottom outlet kamal saleh dam,analysis
50,Conference,"3-Daneshmand F, Abdollahi F",FREEVIB RATION ANALYSISOF FRAME STRUCTURES USING BSWIMETH OD ,,,freevib ration analysisof frame structures using bswimeth od,using
50,Conference,"4-Abdollahi F, Soltani E",ITERATIVE IMPROVED REWEIGHTING SVD-BASED APPROACH FOR SPARSE SIGNAL RECOVERY ,,,iterative improved reweighting svd based approach sparse signal recovery,"approach, based"
50,Conference,"5-Khanipour Mehrban I, Tarami B, Abdollahi F",L-MOMENTS FOR PEARSON TYPE V II DISTRIBUTION ,,,l moments pearson type v ii distribution,
50,Conference,"6-Soltani E, Abdollahi F",New sensing matrices based on Modified Gram Schmidt of the Chebyshev chaotic matrix ,,,new sensing matrices based modified gram schmidt chebyshev chaotic matrix,"new, based"
50,Conference,7-Abdollahi F,"Parsimony, an important principle in data science ",,,parsimony important principle data science,
50,Conference,"8-Abdollahi F, Pirayesh dehkordi F",Sparse two-greedy subspace Kaczmarz method with obliqe projection for compressed sensing ,,,sparse two greedy subspace kaczmarz method obliqe projection compressed sensing,method
50,Conference,"9-Abdollahi F, Pirayesh dehkordi F",A Sparse Two-Greedy Subspace Kaczmarz Algorithm for Compressed Sensing ,,,sparse two greedy subspace kaczmarz algorithm compressed sensing,
50,Conference,"10-Abdollahi F, Soltani E",Simultaneously Hard Thresholding Algorithms with Feedbacks and Partially Known Row Support for Multiple Measurement Vectors ,,,simultaneously hard thresholding algorithms feedbacks partially known row support multiple measurement vectors,
50,Conference,"11-Abdollahi F, Tavakolipour H",THE NUMERICAL RANGE OF INTERVAL MATRICES ,,,numerical range interval matrices,
50,Conference,12-Abdollahi F,Construction of sensing matrices based on Rudin-Shapiro polynomials ,,,construction sensing matrices based rudin shapiro polynomials,based
50,Conference,13-Abdollahi F,Some Properties of Singular Value Decomposition and its Applications to Data Mining ,,,properties singular value decomposition applications data mining,
50,Conference,14-Abdollahi F,Simultaneous Hard Thresholding Algorithms for Multiple Measurement Vectors ,,,simultaneous hard thresholding algorithms multiple measurement vectors,
50,Conference,"15-Behzadi R, Abdollahi F",A preconditioner based on RHS splitting for Saddle-Point Linear Systems ,,,preconditioner based rhs splitting saddle point linear systems,based
50,Conference,"16-Behzadi R, Abdollahi F",A preconditioner based on regularized Hermitian and skew-Hermitian splitting for augumented systems ,,,preconditioner based regularized hermitian skew hermitian splitting augumented systems,based
50,Conference,"17-Behzadi R, Abdollahi F",Two-Parameter RHSS Iteration Method for Saddle-Point Linear Systems ,,,two parameter rhss iteration method saddle point linear systems,method
50,Conference,"18-Abdollahi F, Talebzadeh S",Uzawa Hard Thresholding: An algorithm for sparse recovery with restricted isometry property ,,,uzawa hard thresholding algorithm sparse recovery restricted isometry property,
50,Conference,19-Abdollahi F,Some recent results on the numerical ranges of composition operators ,,,recent results numerical ranges composition operators,
50,Conference,20-Abdollahi F,On the shape of the numerical range of finite order elliptic automorphism composition operators ,,,shape numerical range finite order elliptic automorphism composition operators,
50,Conference,"21-Abdollahi F, Najafi H",Classification of frame graphs by dimension ,,,classification frame graphs dimension,
50,Conference,"22-Abdollahi F, Monfared pour M",On the Construction of Tight Fusion Frames ,,,construction tight fusion frames,
50,Conference,"23-Abdollahi F, Mousavi B",QR-FRAME DIAGONALIZATION OF SQUARE MATRICES ,,,qr frame diagonalization square matrices,
50,Conference,"24-Abdollahi F, Najafi H",A Connection between Frames and Graphs 1 ,,,connection frames graphs 1,
50,Conference,"25-Abdollahi F, Monfared pour M",GENERATION OF FINITE TIGHT FRAMES BY DISCRETE WAVELET TRANSFORMS ,,,generation finite tight frames discrete wavelet transforms,
50,Conference,"26-Abdollahi F, Behzadi R",A New Preconditioned AOR Iterative Method ,,,new preconditioned aor iterative method,"method, new"
50,Conference,"27-Abdollahi F, Najafi H",A Generalization of Orthogonal Basis ,,,generalization orthogonal basis,
50,Conference,"28-Abdollahi F, Soltani E"," Finding {P, 2k} reflexive solution of the matrix equation AXB+CX*E=F ",,,finding p 2k reflexive solution matrix equation axb cx e f,
50,Conference,"29-Abdollahi F, Mehrangiz S, Roointan esfahani S",Adjoint of composition operators on the Bergman space ,,,adjoint composition operators bergman space,
50,Conference,"30-Abdollahi F, Mehrangiz S",Adjoint of some classes of composition operators ,,,adjoint classes composition operators,
50,Conference,31-Abdollahi F, On the Numerical Ranges of a class of Tridiagonal Operatos ,,,numerical ranges class tridiagonal operatos,
50,Conference,32-Abdollahi F,The numerical ranges of a class of matrices ,,,numerical ranges class matrices,
50,Conference,"33-Abdollahi F, Monfared pour M",RUDIN-SHAPIRO WAVELET TRANSFORMS AND THE CONSTRUCTION OF EQUIANGULAR TIGHT FRAMES ,,,rudin shapiro wavelet transforms construction equiangular tight frames,
50,Conference,"34-Abdollahi F, Mehrangiz S",On the adjoint of composition operators on the Dirichlet space ,,,adjoint composition operators dirichlet space,
50,Conference,"35-Abdollahi F, Cheshmavar J",Multiresolution analysis based on the Rudin-Shapiro polynomials ,,,multiresolution analysis based rudin shapiro polynomials,"analysis, based"
50,Conference,36-Abdollahi F,Matrix analysis and data mining ,,,matrix analysis data mining,analysis
50,Conference,"37-Abdollahi F, Heydari M",On Numerical range Attainment Problem ,,,numerical range attainment problem,
51,Journal,"1- Sadeghi S, Mirdehghan S (2018/8)",Stability of Local Efficiency in Multiobjective Optimization ,,,stability local efficiency multiobjective optimization,
51,Journal,"2- Mirdehghan S, Fukuyama H (2016/6)",Pareto-Koopmans Efficiency and Network DEA ,,,pareto koopmans efficiency network dea,
51,Journal,"3- Mohammadi S, Mirdehghan S, Jahanshahloo G (2016/12)",Finding the Most Preferred Decision-Making Unit in Data Envelopment Analysis ,,,finding preferred decision making unit data envelopment analysis,analysis
51,Journal,"4- Mehdiloozad M, Mirdehghan S, Sahoo B, Roshdi I (2015/12)",On the identification of the global reference set in data envelopment Analysis ,,,identification global reference set data envelopment analysis,analysis
51,Journal,"5- Fukuyama H, Mirdehghan S (2012/2)",Identifying the efficiency status in network DEA ,,,identifying efficiency status network dea,
51,Journal,"6- Jahanshahloo G, Vakili J, Mirdehghan S (2012/0)",Using the minimum distance of DMUs from the frontier of the PPS for evaluating group performance of DMUs in DEA ,,,using minimum distance dmus frontier pps evaluating group performance dmus dea,using
51,Journal,"7- Jahanshahloo G, Shirzadi A, Mirdehghan S (2009/0)",Finding strong defining hyperplanes of PPS using multiplier form ,,,finding strong defining hyperplanes pps using multiplier form,using
51,Journal,"8- Jahanshahloo G, Shirzadi A, Mirdehghan S (2008/0)",Finding the reference set of a decision making unit ,,,finding reference set decision making unit,
51,Conference,"1-Mirdehghan S, Aminshayan Jahromi D",Relaxation Method to Estimate the Nondominated Frontier of the Biobjective Quadratic Optimization Problems ,,,relaxation method estimate nondominated frontier biobjective quadratic optimization problems,method
51,Conference,"2-Sadeghi S, Mirdehghan S",New concept of stability in multiobjective optimization ,,,new concept stability multiobjective optimization,new
51,Conference,"3-Sadeghi S, Mirdehghan S",Robustness in multiobjective optimization ,,,robustness multiobjective optimization,
51,Conference,"4-Kamandi R, Zarezadeh S, Mirdehghan S",Multi-objective redundancy allocation problem with entropy constraint using two approaches ,,,multi objective redundancy allocation problem entropy constraint using two approaches,using
51,Conference,"5-Kamandi R, Zarezadeh S, Mirdehghan S",Robust goal programming approach for a multi-objective redundancy allocation problem with entropy constraint ,,,robust goal programming approach multi objective redundancy allocation problem entropy constraint,approach
51,Conference,"6-Mirdehghan S, Helforoush Z",Finding non-zero multiplier solutions in data envelopment analysis ,,,finding non zero multiplier solutions data envelopment analysis,analysis
51,Conference,"7-Mirdehghan S, Dehghani R",Measurement of scale elasticity in the existence of non-discretionary inputs ,,,measurement scale elasticity existence non discretionary inputs,
51,Conference,"8-Mirdehghan S, Headari M",Finding Maximal Efficient Faces in DEA by MOLP ,,,finding maximal efficient faces dea molp,
51,Conference,"9-Sasayama K, Sekitani K, Fukuyama H, Mirdehghan S",Some properties of efficiency and inefficiency in network DEA ,,,properties efficiency inefficiency network dea,
51,Conference,"10-Mirdehghan S, Fukuyama H",Network DEA and Efficiency ,,,network dea efficiency,
51,Conference,"11-Dehghani R, Mirdehghan S",Measurement of Returns to Scale in the existence of abstract undesirable outputs ,,,measurement returns scale existence abstract undesirable outputs,
51,Conference,"12-Mirdehghan S, Headari M",Finding Efficient Weights and Maximal Efficient Faces in DEA: An MOLP Approach ,,,finding efficient weights maximal efficient faces dea molp approach,approach
51,Conference,"13-Mirdehghan S, Headari M",Finding Maximal Efficient Faces by a New Algorithm in Data Envelopment Analysis ,,,finding maximal efficient faces new algorithm data envelopment analysis,"new, analysis"
51,Conference,"14-Mirdehghan S, Vakili J",Network DEA and dominance concept ,,,network dea dominance concept,
51,Conference,"15-Vakili J, Mirdehghan S",Minimum Distance of Units to Weakly Efficient Frontier ,,,minimum distance units weakly efficient frontier,
51,Conference,"16-Mirdehghan S, Heyrat S, Sadeghi M",The production possibility sets in the presence of undesirable outputs: A review ,,,production possibility sets presence undesirable outputs review,
51,Conference,"17-Mirdehghan S, Vakili J",A Generalization of Some DEA Models ,,,generalization dea models,
51,Conference,"18-Jahanshahloo G, Mirdehghan S, Vakili J",A New Cost Model to Evaluate the Cost Efficiency Measures of Decision Making Units ,,,new cost model evaluate cost efficiency measures decision making units,"new, model"
51,Conference,"19-Jahanshahloo G, Mirdehghan S",Cost efficiency with cost ranking on fuzzy data ,,,cost efficiency cost ranking fuzzy data,
52,Journal,"1- Sooyeong K, Monterde H, Ahmadi B, Chan A, Kirkland S, Plosker S (2024/11)",A generalization of quantum pair state transfer ,,,generalization quantum pair state transfer,
52,Journal,"2- Shekarriz M, Ahmadi B, Talebpour shirazi fard S, Haghighi M (2023/6)",Distinguishing threshold of graphs ,,,distinguishing threshold graphs,
52,Journal,"3- Shekarriz M, Talebpour shirazi fard S, Ahmadi B, Haghighi M, Alikhani S (2023/2)",Distinguishing Threshold for Some Graph Operations ,,,distinguishing threshold graph operations,
52,Journal,"4- Shekarriz M, Ahmadi B, Alinaghipour F (2020/9)",Number of distinguishing colorings and partitions ,,,number distinguishing colorings partitions,
52,Journal,"5- Ahmadi B, Haghighi M, Mokhtar A (2020/1)",Perfect quantum state transfer on the Johnson scheme ,,,perfect quantum state transfer johnson scheme,
52,Journal,"6- Ahmadi B, Alinaghipour F (2017/12)",New Upper Bounds on the Size of Binary Codes ,,,new upper bounds size binary codes,new
52,Journal,"7- Ahmadi B, Meagher K (2015/12)",The Erd?s-Ko-Rado Property for Some 2-Transitive Groups ,,,erd ko rado property 2 transitive groups,
52,Journal,"8- Ahmadi B, Meagher K (2015/0)",The Erdos-Ko-Rado property for some permutation groups ,,,erdos ko rado property permutation groups,
52,Journal,"9- Ahmadi B, Meagher K (2014/6)",A new proof for the Erd?s–Ko–Rado theorem for the alternating group ,,,new proof erd ko rado theorem alternating group,new
52,Journal,"10- Alinaghipour F, Ahmadi B (2013/9)",MINIMUM NUMBER OF DISTINCT EIGENVALUES OF GRAPHS ,,,minimum number distinct eigenvalues graphs,
